PWSID,PFOA,PFOS,exceeds_threshold(0.004*0.8),POPULATION_SERVED_COUNT,population_bin
KS2006114,0.0211,0.0088,True,35784.0,"10,001 - 50,000"
KS2006704,0.0,0.0,False,6410.0,"3,301 - 10,000"
KS2007307,0.0,0.0,False,48.0,25 to 100
KS2007902,0.0,0.0,False,3495.0,"3,301 - 10,000"
KS2007905,0.0,0.0,False,18433.0,"10,001 - 50,000"
KS2008510,0.0,0.0,False,4376.0,"3,301 - 10,000"
KS2008717,0.0,0.0,False,3635.0,"3,301 - 10,000"
KS2008720,0.0,0.0,False,858.0,"501 - 1,000"
KS2009102,0.0,0.0,False,4645.0,"3,301 - 10,000"
KS2009104,0.0,0.0,False,6457.0,"3,301 - 10,000"
KS2009106,0.0,0.0,False,23942.0,"10,001 - 50,000"
KS2009110,0.0,0.0,False,482000.0,"100,001 - 1,000,000"
KS2009115,0.0,0.0,False,143014.0,"100,001 - 1,000,000"
KS2009120,0.0,0.0,False,5694.0,"3,301 - 10,000"
KS2009914,0.0,0.0,False,9479.0,"3,301 - 10,000"
KS2010306,0.0,0.0,False,5702.0,"3,301 - 10,000"
KS2010311,0.0,0.0,False,12934.0,"10,001 - 50,000"
KS2010313,0.0,0.0,False,7302.0,"3,301 - 10,000"
KS2010317,0.0,0.0,False,38757.0,"10,001 - 50,000"
KS2010321,0.0,0.0,False,4700.0,"3,301 - 10,000"
KS2010502,0.0,0.0,False,285.0,101 - 500
KS2011105,0.0,0.0,False,24009.0,"10,001 - 50,000"
KS2011304,0.0,0.0,False,1958.0,"1,001 - 3,300"
KS2011309,0.0,0.0,False,13944.0,"10,001 - 50,000"
KS2012101,0.0,0.0,False,10311.0,"10,001 - 50,000"
KS2012103,0.0,0.0,False,5786.0,"3,301 - 10,000"
KS2012105,0.0,0.0,False,4280.0,"3,301 - 10,000"
KS2012106,0.0,0.0,False,4994.0,"3,301 - 10,000"
KS2012508,0.0,0.0,False,8464.0,"3,301 - 10,000"
KS2012513,0.0,0.0,False,8847.0,"3,301 - 10,000"
KS2012702,0.0,0.0,False,2111.0,"1,001 - 3,300"
KS2013307,0.0,0.0,False,8642.0,"3,301 - 10,000"
KS2014505,0.0,0.0,False,3621.0,"3,301 - 10,000"
KS2014912,0.0,0.0,False,7535.0,"3,301 - 10,000"
KS2015103,0.0,0.0041,True,6573.0,"3,301 - 10,000"
KS2015509,0.0,0.0,False,39712.0,"10,001 - 50,000"
KS2015708,0.0,0.0,False,99.0,25 to 100
KS2015903,0.0,0.0,False,3556.0,"3,301 - 10,000"
KS2016112,0.0,0.0,False,54763.0,"50,001 - 100,000"
KS2016703,0.0,0.0,False,4388.0,"3,301 - 10,000"
KS2016914,0.0,0.0,False,46481.0,"10,001 - 50,000"
KS2017101,0.0,0.0,False,3748.0,"3,301 - 10,000"
KS2017303,0.0,0.0045,True,8503.0,"3,301 - 10,000"
KS2017304,0.0,0.0,False,8448.0,"3,301 - 10,000"
KS2017306,0.0,0.0,False,6045.0,"3,301 - 10,000"
KS2017308,0.0,0.0,False,395699.0,"100,001 - 1,000,000"
KS2017315,0.0,0.0,False,1460.0,"1,001 - 3,300"
KS2017318,0.0,0.0,False,7419.0,"3,301 - 10,000"
KS2017322,0.0,0.0,False,11315.0,"10,001 - 50,000"
KS2017323,0.0,0.0,False,6009.0,"3,301 - 10,000"
KS2017325,0.0,0.0,False,5372.0,"3,301 - 10,000"
KS2017328,0.0,0.0,False,25413.0,"10,001 - 50,000"
KS2017345,0.0,0.0,False,6060.0,"3,301 - 10,000"
KS2017504,0.0,0.0,False,19640.0,"10,001 - 50,000"
KS2017701,0.0,0.0,False,125963.0,"100,001 - 1,000,000"
KS2017704,0.0,0.0,False,4160.0,"3,301 - 10,000"
KS2017708,0.0,0.0,False,6073.0,"3,301 - 10,000"
KS2017718,0.0,0.0,False,12000.0,"10,001 - 50,000"
KS2018102,0.0,0.0,False,4450.0,"3,301 - 10,000"
KS2018901,0.0,0.0,False,3764.0,"3,301 - 10,000"
KS2019113,0.0,0.0,False,6587.0,"3,301 - 10,000"
KS2019119,0.0,0.0,False,7664.0,"3,301 - 10,000"
KS2019302,0.0,0.0,False,5516.0,"3,301 - 10,000"
KS2019708,0.0,0.0,False,646.0,"501 - 1,000"
KS2020904,0.0,0.0,False,7805.0,"3,301 - 10,000"
KS2020906,0.0,0.0,False,152960.0,"100,001 - 1,000,000"
KY0011016,0.0,0.0,False,22113.0,"10,001 - 50,000"
KY0020386,0.0,0.0,False,6864.0,"3,301 - 10,000"
KY0020956,0.0,0.0,False,16398.0,"10,001 - 50,000"
KY0030239,0.0,0.0,False,14748.0,"10,001 - 50,000"
KY0030660,0.0,0.0,False,8417.0,"3,301 - 10,000"
KY0050344,0.0,0.0,False,3264.0,"1,001 - 3,300"
KY0050929,0.0,0.0,False,36766.0,"10,001 - 50,000"
KY0060022,0.0,0.0,False,10083.0,"10,001 - 50,000"
KY0060392,0.0,0.0,False,4332.0,"3,301 - 10,000"
KY0070282,0.0,0.0,False,12022.0,"10,001 - 50,000"
KY0070353,0.0,0.0,False,16573.0,"10,001 - 50,000"
KY0080034,0.0,0.0,False,66300.0,"50,001 - 100,000"
KY0080135,0.0,0.0,False,29351.0,"10,001 - 50,000"
KY0080442,0.0,0.0,False,4173.0,"3,301 - 10,000"
KY0090343,0.0,0.0,False,14139.0,"10,001 - 50,000"
KY0100011,0.0,0.0,False,44402.0,"10,001 - 50,000"
KY0100064,0.0068,0.0,True,8953.0,"3,301 - 10,000"
KY0100944,0.0,0.0,False,13044.0,"10,001 - 50,000"
KY0110097,0.0,0.0,False,32600.0,"10,001 - 50,000"
KY0110345,0.0,0.0,False,4261.0,"3,301 - 10,000"
KY0120039,0.0,0.0,False,6456.0,"3,301 - 10,000"
KY0130208,0.0,0.0,False,4704.0,"3,301 - 10,000"
KY0131012,0.0,0.0,False,5068.0,"3,301 - 10,000"
KY0140966,0.0,0.0,False,18437.0,"10,001 - 50,000"
KY0160052,0.0,0.0,False,14256.0,"10,001 - 50,000"
KY0170360,0.0,0.0,False,7007.0,"3,301 - 10,000"
KY0170528,0.0,0.0,False,6000.0,"3,301 - 10,000"
KY0180306,0.0,0.0,False,26302.0,"10,001 - 50,000"
KY0200009,0.0,0.0,False,301.0,101 - 500
KY0210066,0.0,0.0,False,5934.0,"3,301 - 10,000"
KY0210067,0.0,0.0,False,6851.0,"3,301 - 10,000"
KY0220164,0.0,0.0,False,10950.0,"10,001 - 50,000"
KY0220335,0.0,0.0,False,6192.0,"3,301 - 10,000"
KY0220555,0.0,0.0,False,11397.0,"10,001 - 50,000"
KY0230556,0.0,0.0,False,12460.0,"10,001 - 50,000"
KY0240201,0.0,0.0,False,41350.0,"10,001 - 50,000"
KY0240329,0.0,0.0,False,8762.0,"3,301 - 10,000"
KY0240521,0.0,0.0,False,17248.0,"10,001 - 50,000"
KY0250473,0.0,0.0,False,29823.0,"10,001 - 50,000"
KY0250981,0.0,0.0,False,7366.0,"3,301 - 10,000"
KY0260266,0.0,0.0,False,5332.0,"3,301 - 10,000"
KY0260737,0.0,0.0,False,11349.0,"10,001 - 50,000"
KY0270003,0.0,0.0,False,9042.0,"3,301 - 10,000"
KY0290271,0.0,0.0,False,7099.0,"3,301 - 10,000"
KY0300109,0.005,0.0,True,11997.0,"10,001 - 50,000"
KY0300320,0.0065,0.0,True,2934.0,"1,001 - 3,300"
KY0300336,0.005,0.0,True,60473.0,"50,001 - 100,000"
KY0300387,0.005,0.0,True,33655.0,"10,001 - 50,000"
KY0300467,0.0056,0.0,True,3672.0,"3,301 - 10,000"
KY0310114,0.0,0.0,False,17848.0,"10,001 - 50,000"
KY0310940,0.0,0.0,False,5000.0,"3,301 - 10,000"
KY0320383,0.0,0.0,False,3528.0,"3,301 - 10,000"
KY0330123,0.0,0.0,False,9501.0,"3,301 - 10,000"
KY0330205,0.0,0.0,False,5649.0,"3,301 - 10,000"
KY0340250,0.0,0.0,False,299501.0,"100,001 - 1,000,000"
KY0350133,0.0,0.0,False,9693.0,"3,301 - 10,000"
KY0350134,0.0,0.0,False,4583.0,"3,301 - 10,000"
KY0360026,0.0,0.0,False,15110.0,"10,001 - 50,000"
KY0360358,0.0,0.0,False,26788.0,"10,001 - 50,000"
KY0370128,0.0,0.0,False,8203.0,"3,301 - 10,000"
KY0370143,0.0,0.0,False,52153.0,"50,001 - 100,000"
KY0380149,0.0,0.0,False,4662.0,"3,301 - 10,000"
KY0390130,0.0,0.0,False,5860.0,"3,301 - 10,000"
KY0400151,0.0,0.0,False,14806.0,"10,001 - 50,000"
KY0400233,0.0,0.0,False,4573.0,"3,301 - 10,000"
KY0410047,0.0,0.0,False,20048.0,"10,001 - 50,000"
KY0410472,0.0,0.0,False,5495.0,"3,301 - 10,000"
KY0420084,0.0,0.0,False,5016.0,"3,301 - 10,000"
KY0420194,0.0,0.0,False,4069.0,"3,301 - 10,000"
KY0420274,0.0,0.0,False,12379.0,"10,001 - 50,000"
KY0430244,0.0,0.0,False,8438.0,"3,301 - 10,000"
KY0430616,0.0,0.0,False,20033.0,"10,001 - 50,000"
KY0440167,0.0,0.0,False,15497.0,"10,001 - 50,000"
KY0450132,0.0065,0.0,True,9649.0,"3,301 - 10,000"
KY0450169,0.0,0.0,False,12193.0,"10,001 - 50,000"
KY0450376,0.0,0.0,False,5181.0,"3,301 - 10,000"
KY0450410,0.0,0.0,False,6798.0,"3,301 - 10,000"
KY0470175,0.0,0.0,False,76326.0,"50,001 - 100,000"
KY0470393,0.0,0.0,False,30230.0,"10,001 - 50,000"
KY0470440,0.0,0.0,False,6703.0,"3,301 - 10,000"
KY0470990,0.0,0.0,False,23600.0,"10,001 - 50,000"
KY0480028,0.0,0.0,False,855.0,"501 - 1,000"
KY0480092,0.0,0.0,False,3505.0,"3,301 - 10,000"
KY0480178,0.0,0.0,False,4574.0,"3,301 - 10,000"
KY0480565,0.0,0.0,False,4428.0,"3,301 - 10,000"
KY0490096,0.0,0.037,True,7263.0,"3,301 - 10,000"
KY0490179,0.0,0.0479,True,16736.0,"10,001 - 50,000"
KY0500166,0.0,0.0,False,17431.0,"10,001 - 50,000"
KY0510188,0.0,0.0,False,31705.0,"10,001 - 50,000"
KY0510189,0.0,0.0,False,17447.0,"10,001 - 50,000"
KY0520192,0.0,0.0,False,17716.0,"10,001 - 50,000"
KY0540138,0.0,0.0,False,3725.0,"3,301 - 10,000"
KY0540406,0.0,0.0,False,8440.0,"3,301 - 10,000"
KY0540958,0.0,0.0,False,2631.0,"1,001 - 3,300"
KY0540977,0.0,0.0,False,4702.0,"3,301 - 10,000"
KY0550209,0.0,0.0,False,13629.0,"10,001 - 50,000"
KY0560258,0.0075,0.0,True,764769.0,"100,001 - 1,000,000"
KY0570010,0.0,0.0,False,5762.0,"3,301 - 10,000"
KY0570214,0.0,0.0,False,6831.0,"3,301 - 10,000"
KY0570249,0.0,0.0,False,8826.0,"3,301 - 10,000"
KY0570315,0.0,0.0,False,35266.0,"10,001 - 50,000"
KY0580340,0.0,0.0,False,24354.0,"10,001 - 50,000"
KY0590220,0.0,0.0,False,199460.0,"100,001 - 1,000,000"
KY0600062,0.0,0.0,False,7056.0,"3,301 - 10,000"
KY0610016,0.0,0.0,False,16420.0,"10,001 - 50,000"
KY0610110,0.0,0.0,False,8313.0,"3,301 - 10,000"
KY0620200,0.0,0.0,False,4629.0,"3,301 - 10,000"
KY0620237,0.0,0.0,False,9062.0,"3,301 - 10,000"
KY0630238,0.0,0.0,False,16899.0,"10,001 - 50,000"
KY0630255,0.0,0.0,False,8855.0,"3,301 - 10,000"
KY0630451,0.0,0.0,False,14878.0,"10,001 - 50,000"
KY0630477,0.0,0.0,False,14892.0,"10,001 - 50,000"
KY0630797,0.0,0.0,False,16062.0,"10,001 - 50,000"
KY0640257,0.0,0.0,False,8236.0,"3,301 - 10,000"
KY0650024,0.0,0.0,False,8428.0,"3,301 - 10,000"
KY0660204,0.0,0.0,False,9614.0,"3,301 - 10,000"
KY0670466,0.0,0.0,False,3861.0,"3,301 - 10,000"
KY0680438,0.0,0.0,False,6921.0,"3,301 - 10,000"
KY0690203,0.0,0.0,False,5420.0,"3,301 - 10,000"
KY0690278,0.0,0.0,False,5423.0,"3,301 - 10,000"
KY0690417,0.0,0.0,False,9284.0,"3,301 - 10,000"
KY0700162,0.0,0.0052,True,3980.0,"3,301 - 10,000"
KY0700243,0.0,0.0,False,2729.0,"1,001 - 3,300"
KY0700532,0.0,0.0073,True,9571.0,"3,301 - 10,000"
KY0710001,0.0,0.0,False,787.0,"501 - 1,000"
KY0710378,0.0,0.0,False,8613.0,"3,301 - 10,000"
KY0710707,0.0,0.0,False,5198.0,"3,301 - 10,000"
KY0710951,0.0,0.0,False,9060.0,"3,301 - 10,000"
KY0720113,0.0,0.0,False,3843.0,"3,301 - 10,000"
KY0720933,0.0,0.0044,True,6744.0,"3,301 - 10,000"
KY0730533,0.0058,0.0081,True,65004.0,"50,001 - 100,000"
KY0740276,0.0,0.0,False,34439.0,"10,001 - 50,000"
KY0760030,0.0,0.0,False,9972.0,"3,301 - 10,000"
KY0760224,0.0,0.0,False,25120.0,"10,001 - 50,000"
KY0760370,0.0,0.0,False,35640.0,"10,001 - 50,000"
KY0760407,0.0,0.0,False,14707.0,"10,001 - 50,000"
KY0760672,0.0,0.0,False,5940.0,"3,301 - 10,000"
KY0770525,0.0,0.0,False,8925.0,"3,301 - 10,000"
KY0780241,0.0,0.0,False,7642.0,"3,301 - 10,000"
KY0780268,0.0,0.0,False,16311.0,"10,001 - 50,000"
KY0790029,0.0,0.0,False,7981.0,"3,301 - 10,000"
KY0790056,0.0,0.0,False,4381.0,"3,301 - 10,000"
KY0790216,0.0,0.0,False,7182.0,"3,301 - 10,000"
KY0790319,0.0,0.0,False,16276.0,"10,001 - 50,000"
KY0800273,0.0,0.0,False,9003.0,"3,301 - 10,000"
KY0810046,0.005,0.0042,True,4514.0,"3,301 - 10,000"
KY0810275,0.0,0.0,False,11263.0,"10,001 - 50,000"
KY0810366,0.0,0.0,False,6534.0,"3,301 - 10,000"
KY0820041,0.0,0.0,False,2880.0,"1,001 - 3,300"
KY0820369,0.0,0.0,False,33313.0,"10,001 - 50,000"
KY0830148,0.0,0.0,False,5401.0,"3,301 - 10,000"
KY0840180,0.0,0.0,False,8310.0,"3,301 - 10,000"
KY0840321,0.0,0.0,False,9775.0,"3,301 - 10,000"
KY0840587,0.0,0.0,False,6855.0,"3,301 - 10,000"
KY0850115,0.0,0.0,False,8515.0,"3,301 - 10,000"
KY0860150,0.0,0.0,False,9608.0,"3,301 - 10,000"
KY0870147,0.0,0.0,False,5539.0,"3,301 - 10,000"
KY0870212,0.0,0.0,False,5335.0,"3,301 - 10,000"
KY0870246,0.0,0.0,False,2471.0,"1,001 - 3,300"
KY0870298,0.0,0.0,False,16391.0,"10,001 - 50,000"
KY0880594,0.0,0.0,False,7502.0,"3,301 - 10,000"
KY0890071,0.0,0.0,False,5601.0,"3,301 - 10,000"
KY0890170,0.0,0.0,False,5649.0,"3,301 - 10,000"
KY0890302,0.0,0.0,False,16845.0,"10,001 - 50,000"
KY0890304,0.0,0.0,False,7075.0,"3,301 - 10,000"
KY0900017,0.0,0.0,False,31185.0,"10,001 - 50,000"
KY0900031,0.0,0.0,False,5771.0,"3,301 - 10,000"
KY0900323,0.0057,0.0,True,13365.0,"10,001 - 50,000"
KY0910314,0.0,0.0,False,4089.0,"3,301 - 10,000"
KY0910675,0.0,0.0,False,4262.0,"3,301 - 10,000"
KY0920025,0.0,0.0,False,3901.0,"3,301 - 10,000"
KY0920332,0.0,0.0,False,16511.0,"10,001 - 50,000"
KY0930333,0.0,0.0,False,38409.0,"10,001 - 50,000"
KY0930481,0.0,0.0,False,10067.0,"10,001 - 50,000"
KY0950036,0.0,0.0,False,5346.0,"3,301 - 10,000"
KY0960112,0.0041,0.0,True,5515.0,"3,301 - 10,000"
KY0960126,0.0,0.0,False,3861.0,"3,301 - 10,000"
KY0960499,0.0,0.0,False,3713.0,"3,301 - 10,000"
KY0970184,0.0,0.0,False,26730.0,"10,001 - 50,000"
KY0980350,0.0,0.0,False,9638.0,"3,301 - 10,000"
KY0980575,0.0,0.0,False,44057.0,"10,001 - 50,000"
KY0990357,0.0,0.0,False,7128.0,"3,301 - 10,000"
KY0990418,0.0,0.0,False,6611.0,"3,301 - 10,000"
KY1000043,0.0,0.0,False,5114.0,"3,301 - 10,000"
KY1000124,0.0,0.0,False,12492.0,"10,001 - 50,000"
KY1000311,0.0,0.0,False,21895.0,"10,001 - 50,000"
KY1000362,0.0,0.0,False,5940.0,"3,301 - 10,000"
KY1000363,0.0,0.0,False,23264.0,"10,001 - 50,000"
KY1000403,0.0,0.0,False,29700.0,"10,001 - 50,000"
KY1020253,0.0,0.0,False,529.0,"501 - 1,000"
KY1020299,0.0,0.0,False,4951.0,"3,301 - 10,000"
KY1020891,0.0,0.0,False,12623.0,"10,001 - 50,000"
KY1030292,0.0,0.0,False,9052.0,"3,301 - 10,000"
KY1030375,0.0,0.0,False,18765.0,"10,001 - 50,000"
KY1030480,0.0,0.0,False,6500.0,"3,301 - 10,000"
KY1040210,0.0,0.0,False,7402.0,"3,301 - 10,000"
KY1040377,0.0,0.0,False,9409.0,"3,301 - 10,000"
KY1050157,0.0093,0.012,True,35714.0,"10,001 - 50,000"
KY1060394,0.0,0.0,False,23760.0,"10,001 - 50,000"
KY1060436,0.0,0.0,False,7892.0,"3,301 - 10,000"
KY1060457,0.0,0.0,False,6994.0,"3,301 - 10,000"
KY1070144,0.0,0.0,False,15150.0,"10,001 - 50,000"
KY1070398,0.0,0.0,False,8946.0,"3,301 - 10,000"
KY1080425,0.0,0.0,False,22286.0,"10,001 - 50,000"
KY1090060,0.0,0.0,False,24874.0,"10,001 - 50,000"
KY1100944,0.0,0.0,False,9801.0,"3,301 - 10,000"
KY1110019,0.0,0.0,False,14284.0,"10,001 - 50,000"
KY1110054,0.0,0.0,False,6165.0,"3,301 - 10,000"
KY1120289,0.0,0.0,False,3861.0,"3,301 - 10,000"
KY1120431,0.0,0.0,False,4146.0,"3,301 - 10,000"
KY1130293,0.0,0.0,False,5170.0,"3,301 - 10,000"
KY1130422,0.0,0.0,False,3490.0,"3,301 - 10,000"
KY1130433,0.0,0.0,False,6117.0,"3,301 - 10,000"
KY1140038,0.0,0.0,False,53601.0,"50,001 - 100,000"
KY1140487,0.0,0.0,False,91118.0,"50,001 - 100,000"
KY1150415,0.0,0.0,False,13205.0,"10,001 - 50,000"
KY1160291,0.0,0.0,False,21000.0,"10,001 - 50,000"
KY1170361,0.0,0.0,False,4538.0,"3,301 - 10,000"
KY1170388,0.0,0.0,False,1743.0,"1,001 - 3,300"
KY1170995,0.0,0.0,False,5940.0,"3,301 - 10,000"
KY1180085,0.0067,0.0,True,16065.0,"10,001 - 50,000"
KY1180093,0.0047,0.0,True,9498.0,"3,301 - 10,000"
KY1180468,0.01,0.0046,True,9825.0,"3,301 - 10,000"
KY1180471,0.0,0.0,False,5554.0,"3,301 - 10,000"
KY1190061,0.0,0.0,False,6600.0,"3,301 - 10,000"
KY1200411,0.0,0.0,False,4218.0,"3,301 - 10,000"
KY1200439,0.0,0.0,False,17822.0,"10,001 - 50,000"
LA1001001,0.0,0.0,False,4176.0,"3,301 - 10,000"
LA1001002,0.0,0.0,False,17733.0,"10,001 - 50,000"
LA1001007,0.0,0.0,False,7722.0,"3,301 - 10,000"
LA1001022,0.0,0.0,False,4125.0,"3,301 - 10,000"
LA1001023,0.0,0.0,False,3894.0,"3,301 - 10,000"
LA1001024,0.0,0.0,False,9147.0,"3,301 - 10,000"
LA1001025,0.0,0.0,False,5358.0,"3,301 - 10,000"
LA1003006,0.0,0.0,False,6114.0,"3,301 - 10,000"
LA1003009,0.0,0.0,False,8106.0,"3,301 - 10,000"
LA1005030,0.0,0.0,False,16806.0,"10,001 - 50,000"
LA1005035,0.0,0.0045,True,9732.0,"3,301 - 10,000"
LA1007001,0.0,0.0,False,21366.0,"10,001 - 50,000"
LA1009002,0.0,0.0,False,3900.0,"3,301 - 10,000"
LA1009003,0.0,0.0,False,3732.0,"3,301 - 10,000"
LA1009004,0.0,0.0,False,4393.0,"3,301 - 10,000"
LA1009007,0.0,0.0,False,5676.0,"3,301 - 10,000"
LA1009011,0.0,0.0,False,7593.0,"3,301 - 10,000"
LA1009013,0.0,0.0,False,3420.0,"3,301 - 10,000"
LA1009016,0.0,0.0,False,3726.0,"3,301 - 10,000"
LA1011001,0.0,0.0,False,14400.0,"10,001 - 50,000"
LA1011008,0.0,0.0,False,24000.0,"10,001 - 50,000"
LA1011012,0.0,0.0,False,6613.0,"3,301 - 10,000"
LA1013003,0.0,0.0,False,3508.0,"3,301 - 10,000"
LA1015002,0.0,0.0,False,8037.0,"3,301 - 10,000"
LA1015004,0.0,0.0,False,78960.0,"50,001 - 100,000"
LA1015011,0.0,0.0,False,5355.0,"3,301 - 10,000"
LA1015018,0.0,0.0,False,10890.0,"10,001 - 50,000"
LA1015022,0.0,0.0,False,13000.0,"10,001 - 50,000"
LA1015040,0.0,0.0,False,5520.0,"3,301 - 10,000"
LA1017006,0.0,0.0,False,16326.0,"10,001 - 50,000"
LA1017014,0.0,0.0,False,5205.0,"3,301 - 10,000"
LA1017027,0.0,0.0,False,4818.0,"3,301 - 10,000"
LA1017031,0.0,0.0,False,193488.0,"100,001 - 1,000,000"
LA1017037,0.0,0.0,False,4050.0,"3,301 - 10,000"
LA1017052,0.0,0.0,False,5817.0,"3,301 - 10,000"
LA1019008,0.0,0.0,False,5370.0,"3,301 - 10,000"
LA1019029,0.0,0.0,False,85000.0,"50,001 - 100,000"
LA1019044,0.0,0.0,False,20632.0,"10,001 - 50,000"
LA1019048,0.0,0.0,False,4101.0,"3,301 - 10,000"
LA1019051,0.0,0.0,False,20837.0,"10,001 - 50,000"
LA1019053,0.0,0.0,False,5340.0,"3,301 - 10,000"
LA1019054,0.0,0.0,False,4858.0,"3,301 - 10,000"
LA1019084,0.0,0.0,False,5388.0,"3,301 - 10,000"
LA1019114,0.0,0.0,False,4791.0,"3,301 - 10,000"
LA1019116,0.0,0.0,False,14502.0,"10,001 - 50,000"
LA1019118,0.0,0.0,False,6834.0,"3,301 - 10,000"
LA1019119,0.0,0.0,False,6834.0,"3,301 - 10,000"
LA1023011,0.0,0.0,False,3507.0,"3,301 - 10,000"
LA1023012,0.0,0.0,False,871.0,"501 - 1,000"
LA1027003,0.0,0.0,False,3427.0,"3,301 - 10,000"
LA1027006,0.0,0.0,False,3843.0,"3,301 - 10,000"
LA1029003,0.0,0.0,False,6921.0,"3,301 - 10,000"
LA1029005,0.0,0.0,False,4193.0,"3,301 - 10,000"
LA1029007,0.0,0.0,False,5250.0,"3,301 - 10,000"
LA1031007,0.0,0.0,False,3759.0,"3,301 - 10,000"
LA1031009,0.0,0.0,False,7512.0,"3,301 - 10,000"
LA1031011,0.0,0.0,False,7608.0,"3,301 - 10,000"
LA1031030,0.0,0.0,False,7887.0,"3,301 - 10,000"
LA1033003,0.0,0.0,False,13855.0,"10,001 - 50,000"
LA1033005,0.0,0.0,False,579714.0,"100,001 - 1,000,000"
LA1033030,0.0,0.0,False,25503.0,"10,001 - 50,000"
LA1035002,0.0,0.0,False,5850.0,"3,301 - 10,000"
LA1035007,0.0,0.0,False,1071.0,"1,001 - 3,300"
LA1037004,0.0,0.0,False,14829.0,"10,001 - 50,000"
LA1039002,0.0,0.0,False,642.0,"501 - 1,000"
LA1039003,0.0,0.0,False,5640.0,"3,301 - 10,000"
LA1039005,0.0,0.0,False,4559.0,"3,301 - 10,000"
LA1039010,0.0,0.0,False,6590.0,"3,301 - 10,000"
LA1039013,0.0,0.0,False,5169.0,"3,301 - 10,000"
LA1039016,0.0,0.0,False,4578.0,"3,301 - 10,000"
LA1041003,0.0,0.0,False,7989.0,"3,301 - 10,000"
LA1041006,0.0,0.0,False,7518.0,"3,301 - 10,000"
LA1043008,0.0,0.0,False,5289.0,"3,301 - 10,000"
LA1043014,0.0,0.0,False,3324.0,"3,301 - 10,000"
LA1043017,0.0,0.0,False,3900.0,"3,301 - 10,000"
LA1045002,0.0,0.0,False,8775.0,"3,301 - 10,000"
LA1045004,0.0,0.0,False,6189.0,"3,301 - 10,000"
LA1045009,0.0,0.0,False,59928.0,"50,001 - 100,000"
LA1047002,0.0,0.0,False,6465.0,"3,301 - 10,000"
LA1047003,0.0,0.0,False,3300.0,"1,001 - 3,300"
LA1047005,0.0062,0.006,True,14043.0,"10,001 - 50,000"
LA1047008,0.0,0.0,False,600.0,"501 - 1,000"
LA1047024,0.0,0.0,False,1473.0,"1,001 - 3,300"
LA1049010,0.0,0.0,False,6231.0,"3,301 - 10,000"
LA1051001,0.0,0.0,False,275163.0,"100,001 - 1,000,000"
LA1051003,0.0,0.0,False,17026.0,"10,001 - 50,000"
LA1051004,0.0,0.0,False,140264.0,"100,001 - 1,000,000"
LA1051005,0.0,0.0,False,8534.0,"3,301 - 10,000"
LA1053003,0.0,0.0,False,9837.0,"3,301 - 10,000"
LA1053005,0.0,0.0,False,2706.0,"1,001 - 3,300"
LA1053006,0.0,0.0,False,4311.0,"3,301 - 10,000"
LA1053012,0.0,0.0,False,5709.0,"3,301 - 10,000"
LA1053013,0.0,0.0,False,4161.0,"3,301 - 10,000"
LA1053014,0.0,0.0,False,9780.0,"3,301 - 10,000"
LA1055003,0.0,0.0,False,5151.0,"3,301 - 10,000"
LA1055005,0.0,0.0,False,10485.0,"10,001 - 50,000"
LA1055017,0.0,0.0,False,169389.0,"100,001 - 1,000,000"
LA1055026,0.0,0.0,False,9216.0,"3,301 - 10,000"
LA1055140,0.0,0.0,False,393.0,101 - 500
LA1055156,0.0,0.0,False,15132.0,"10,001 - 50,000"
LA1055171,0.0,0.0,False,4122.0,"3,301 - 10,000"
LA1055191,0.0,0.0,False,16833.0,"10,001 - 50,000"
LA1055195,0.0,0.0,False,17319.0,"10,001 - 50,000"
LA1055196,0.0,0.0,False,11430.0,"10,001 - 50,000"
LA1057001,0.0,0.0,False,81609.0,"50,001 - 100,000"
LA1057003,0.0,0.0,False,14862.0,"10,001 - 50,000"
LA1059003,0.0,0.0,False,3614.0,"3,301 - 10,000"
LA1059009,0.0,0.0,False,1425.0,"1,001 - 3,300"
LA1061003,0.0,0.0,False,1218.0,"1,001 - 3,300"
LA1061006,0.0,0.0,False,4949.0,"3,301 - 10,000"
LA1061007,0.0,0.0,False,3333.0,"3,301 - 10,000"
LA1061017,0.0,0.0,False,22468.0,"10,001 - 50,000"
LA1061020,0.0,0.0,False,4080.0,"3,301 - 10,000"
LA1061024,0.0,0.0,False,3300.0,"1,001 - 3,300"
LA1063004,0.0,0.0,False,25725.0,"10,001 - 50,000"
LA1063013,0.0,0.0,False,8658.0,"3,301 - 10,000"
LA1063017,0.0,0.0,False,15813.0,"10,001 - 50,000"
LA1063022,0.0,0.0,False,7305.0,"3,301 - 10,000"
LA1063039,0.0,0.0,False,73506.0,"50,001 - 100,000"
LA1065003,0.0,0.0,False,8601.0,"3,301 - 10,000"
LA1067003,0.0,0.0,False,18105.0,"10,001 - 50,000"
LA1067012,0.0,0.0,False,3498.0,"3,301 - 10,000"
LA1069006,0.0,0.0,False,8415.0,"3,301 - 10,000"
LA1069007,0.0,0.0,False,27780.0,"10,001 - 50,000"
LA1071001,0.004,0.0045,True,52785.0,"50,001 - 100,000"
LA1071009,0.0041,0.0042,True,334903.0,"100,001 - 1,000,000"
LA1073004,0.0,0.0,False,9696.0,"3,301 - 10,000"
LA1073006,0.0,0.0,False,1239.0,"1,001 - 3,300"
LA1073020,0.0,0.0,False,9210.0,"3,301 - 10,000"
